GrLivArea,TotalBsmtSF,LotArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Neighborhood,GarageCars,GarageArea,PoolArea,Fireplaces,BldgType,HouseStyle,SalePrice
1081,1171.0,9750,1,3,3,10,3,1989,2010,Gilbert,0.0,0.0,0,0,TwnhsE,2Story,256828
2212,900.0,11946,1,3,4,5,9,1983,1997,Somerst,2.0,351.0,0,0,1Fam,1Story,279119
1454,844.0,8246,1,1,3,10,5,1940,1950,Mitchel,1.0,177.0,792,0,1Fam,1Story,294112
1056,1255.0,17357,5,2,9,1,9,1948,1956,Gilbert,2.0,315.0,0,1,1Fam,SLvl,165484
1998,1008.0,15950,1,3,3,6,9,1990,1996,NWAmes,2.0,396.0,0,2,2fmCon,1Story,291266
1356,1154.0,10035,4,3,5,6,1,1948,1960,Sawyer,2.0,509.0,0,0,1Fam,1.5Fin,206327
1879,705.0,11159,6,3,10,4,2,1975,1976,NridgHt,0.0,0.0,0,2,TwnhsE,1Story,248458
1354,578.0,14077,4,1,8,8,5,1970,1977,CollgCr,0.0,0.0,0,1,2fmCon,SFoyer,210673
1470,1032.0,9558,5,3,7,4,4,1902,1908,Sawyer,0.0,0.0,0,1,2fmCon,SLvl,165982
1746,904.0,8030,2,1,4,8,9,1909,1932,Edwards,0.0,0.0,0,0,TwnhsE,SFoyer,217228
1645,1187.0,12621,4,1,7,8,7,1997,2008,Sawyer,1.0,190.0,0,2,TwnhsE,SFoyer,262431
502,976.0,10235,6,2,7,5,6,1988,2006,Gilbert,,0.0,0,3,1Fam,1.5Fin,171340
939,1061.0,10548,3,3,7,4,7,1934,1940,Edwards,,208.0,0,0,1Fam,SLvl,162133
1964,512.0,7497,6,1,10,2,1,1979,1988,Sawyer,2.0,431.0,0,3,Duplex,2Story,196425
1433,1566.0,4846,4,3,8,3,1,1901,1929,CollgCr,1.0,127.0,0,1,Twnhs,1Story,184658
1238,950.0,10708,3,2,6,3,8,1923,1947,NWAmes,3.0,828.0,0,1,2fmCon,1.5Fin,213413
820,,12714,5,2,6,4,2,1973,1988,NridgHt,0.0,0.0,0,2,1Fam,1.5Fin,211582
960,749.0,9322,6,1,10,4,9,1937,1939,Gilbert,3.0,552.0,0,3,2fmCon,2Story,177100
500,1092.0,14309,2,2,6,10,7,1921,1950,Mitchel,1.0,123.0,0,3,1Fam,1.5Fin,201254
1449,609.0,7888,3,2,6,5,6,1925,1934,NAmes,0.0,0.0,0,0,Twnhs,2Story,170421
1200,1135.0,6835,3,2,5,4,1,1942,1947,OldTown,3.0,558.0,0,2,1Fam,2Story,191002
1016,893.0,9798,6,3,10,10,1,1954,1971,Mitchel,0.0,0.0,0,2,TwnhsE,2Story,210146
1465,1008.0,9752,4,3,5,8,2,1938,1955,Somerst,1.0,209.0,0,3,1Fam,1.5Fin,252618
1681,1209.0,12309,3,1,4,6,6,1990,1994,Gilbert,3.0,578.0,0,1,TwnhsE,2Story,264304
2546,,7675,5,1,6,6,6,1928,1948,NAmes,1.0,216.0,0,2,1Fam,1.5Fin,258723
744,794.0,14104,6,2,7,8,2,2010,2010,NWAmes,3.0,488.0,0,1,Duplex,SLvl,222065
2079,1137.0,15900,5,2,8,7,1,2001,2007,Somerst,2.0,404.0,0,0,Twnhs,2Story,302881
1986,1629.0,9882,6,1,10,10,5,1919,1946,OldTown,2.0,362.0,0,2,2fmCon,1.5Fin,294222
1110,958.0,13749,5,2,8,10,5,1990,1991,Gilbert,2.0,377.0,0,2,2fmCon,1.5Fin,264300
1601,1177.0,6830,4,1,5,8,2,1940,1950,Mitchel,2.0,416.0,0,0,1Fam,1.5Fin,239647
1271,967.0,13225,6,3,7,2,6,1953,1982,Sawyer,2.0,369.0,0,2,1Fam,1Story,176321
1592,1582.0,13141,2,2,3,9,9,1919,1931,Mitchel,1.0,196.0,0,3,TwnhsE,1Story,268912
2254,475.0,12590,4,2,7,1,2,2007,2010,Mitchel,2.0,330.0,0,3,1Fam,2Story,221726
1802,1028.0,9953,5,2,6,8,2,1918,1922,OldTown,1.0,232.0,0,0,Duplex,SLvl,213347
1754,512.0,2000,6,3,10,4,3,1983,2010,Gilbert,2.0,443.0,0,1,2fmCon,2Story,210895
1284,248.0,8074,4,3,5,4,7,1998,2003,Gilbert,0.0,0.0,0,1,1Fam,SFoyer,159019
757,1089.0,8122,5,2,9,5,6,2010,2010,Edwards,2.0,385.0,0,2,1Fam,SFoyer,186168
1395,1041.0,7065,1,1,5,8,8,1965,1990,Mitchel,0.0,0.0,0,1,1Fam,SLvl,218789
2103,914.0,10366,1,3,2,5,8,1929,1957,NWAmes,1.0,232.0,0,1,1Fam,SLvl,235968
736,968.0,8743,3,2,6,8,6,1952,1965,NAmes,2.0,439.0,0,0,TwnhsE,SLvl,191193
972,,7526,2,2,4,10,3,1933,1944,NAmes,3.0,698.0,0,1,Duplex,1Story,245581
1563,922.0,6823,1,3,3,1,3,1921,1924,Somerst,1.0,189.0,0,1,1Fam,1Story,172837
1007,1153.0,7853,5,1,9,10,1,1966,1994,OldTown,2.0,,0,1,1Fam,SFoyer,215898
1103,805.0,13364,4,2,7,9,7,1905,1927,Mitchel,1.0,,0,3,2fmCon,SLvl,214391
1288,1088.0,8016,6,1,8,6,5,1978,1983,NWAmes,3.0,516.0,0,3,1Fam,1.5Fin,256823
817,928.0,8455,4,1,5,3,4,1926,1935,Somerst,2.0,340.0,0,0,1Fam,SFoyer,160152
1012,876.0,8629,3,3,4,8,4,1909,1926,Gilbert,3.0,624.0,0,2,1Fam,SLvl,206586
1851,1545.0,11016,4,2,8,9,4,1972,1986,NAmes,2.0,325.0,0,0,TwnhsE,1.5Fin,291883
846,1353.0,11368,1,2,4,6,6,1996,2003,CollgCr,0.0,0.0,0,2,1Fam,SLvl,216759
701,1041.0,2000,4,1,7,7,8,1995,2010,Edwards,1.0,235.0,347,2,1Fam,2Story,223303
1184,308.0,13064,1,3,3,1,8,1947,1955,NWAmes,,721.0,0,1,Twnhs,1.5Fin,160221
1865,891.0,14309,1,3,3,5,5,1969,1973,Somerst,1.0,164.0,0,1,1Fam,2Story,254501
1401,1810.0,6849,2,3,3,5,6,2004,2010,Somerst,3.0,471.0,0,0,TwnhsE,1Story,255476
1267,930.0,7083,3,1,7,10,4,1958,1977,NWAmes,1.0,180.0,0,0,1Fam,SFoyer,240922
1522,1330.0,8649,5,1,8,4,9,1999,2004,Sawyer,1.0,237.0,0,0,1Fam,SLvl,216419
627,1432.0,7731,1,2,3,6,8,1958,1973,CollgCr,1.0,187.0,0,3,1Fam,SFoyer,192020
1747,1065.0,10671,6,3,8,7,1,1901,1924,Gilbert,0.0,0.0,0,3,1Fam,SLvl,232633
1691,747.0,4160,3,1,7,9,2,1928,1954,NAmes,2.0,419.0,0,3,1Fam,2Story,249829
1295,269.0,6646,5,3,9,1,9,1967,1969,Mitchel,0.0,0.0,0,3,1Fam,1.5Fin,164209
2002,1205.0,14617,6,1,7,6,8,1964,1973,NWAmes,1.0,244.0,0,3,1Fam,1.5Fin,277073
936,755.0,7215,4,2,8,7,3,1982,1992,OldTown,3.0,535.0,0,1,1Fam,SLvl,187803
2063,1052.0,13730,3,3,4,3,8,1925,1935,CollgCr,1.0,196.0,0,2,2fmCon,2Story,225508
1577,625.0,11066,6,1,7,8,1,1988,2004,Edwards,2.0,413.0,0,3,TwnhsE,SLvl,228538
1331,920.0,4572,3,3,7,5,4,1909,1912,Edwards,0.0,0.0,207,0,TwnhsE,SLvl,164614
1490,1010.0,11905,3,1,7,9,3,1952,1955,OldTown,2.0,326.0,0,2,1Fam,SLvl,239595
1446,1080.0,9646,4,1,8,5,6,1978,1994,CollgCr,3.0,467.0,573,3,TwnhsE,1.5Fin,306748
2110,665.0,8633,4,1,8,9,7,1958,1966,Somerst,,310.0,0,3,1Fam,SLvl,284875
961,1359.0,10734,3,3,7,10,4,1921,1939,Edwards,0.0,0.0,0,1,1Fam,1.5Fin,210923
1118,820.0,11423,6,1,7,4,7,1950,1954,Somerst,3.0,526.0,0,1,1Fam,1Story,196521
2018,497.0,12122,2,2,4,9,9,1947,1968,Sawyer,2.0,428.0,0,1,Duplex,2Story,259382
1202,967.0,13534,1,3,4,5,2,1920,1943,CollgCr,0.0,0.0,0,3,TwnhsE,1Story,177464
1950,1010.0,11224,4,2,7,10,3,1921,1926,NWAmes,0.0,0.0,0,1,2fmCon,SLvl,267840
2349,1048.0,5873,2,2,3,9,5,1999,2001,Mitchel,1.0,171.0,0,3,1Fam,1.5Fin,313468
1299,1408.0,8579,4,3,5,3,3,1997,2010,NAmes,2.0,,0,2,2fmCon,2Story,205041
1840,929.0,18829,3,1,5,4,8,1929,1929,Sawyer,3.0,606.0,0,2,1Fam,SFoyer,232645
923,964.0,12173,2,2,6,9,8,1924,1943,Somerst,1.0,214.0,0,3,1Fam,2Story,233146
1877,669.0,17107,6,3,7,10,8,2008,2010,CollgCr,2.0,372.0,533,0,1Fam,2Story,361477
1599,1246.0,14186,6,1,9,6,9,1927,1942,Sawyer,2.0,349.0,0,3,1Fam,SLvl,256353
1736,1055.0,10725,5,3,9,2,4,1964,1986,Somerst,3.0,609.0,0,2,1Fam,1Story,232885
1177,,10904,1,3,2,7,5,1944,1954,Mitchel,1.0,242.0,0,2,Duplex,1Story,203151
669,428.0,9890,1,3,5,2,5,1967,1979,Mitchel,1.0,143.0,0,3,1Fam,SFoyer,121773
1751,1433.0,4786,4,1,7,2,8,1906,1932,OldTown,3.0,528.0,0,3,1Fam,SLvl,205224
500,631.0,10054,1,2,5,1,7,1948,1957,Gilbert,1.0,217.0,0,3,1Fam,2Story,127249
1341,822.0,13632,5,2,6,3,9,1908,1910,Edwards,0.0,0.0,0,2,Twnhs,1Story,151364
1970,1107.0,8201,6,3,7,6,8,1935,1943,Mitchel,3.0,654.0,0,0,1Fam,1Story,248418
1595,641.0,11235,2,3,5,8,2,1982,2009,NridgHt,2.0,374.0,0,3,1Fam,1.5Fin,280198
2474,551.0,12554,2,1,4,9,4,1900,1911,Mitchel,3.0,454.0,0,2,1Fam,2Story,271295
2012,362.0,7270,6,3,8,7,6,1909,1931,Sawyer,0.0,0.0,114,3,2fmCon,SLvl,228677
1173,1216.0,8646,3,3,7,4,2,1935,1948,NAmes,3.0,697.0,0,2,1Fam,1Story,203690
1513,836.0,6946,6,3,7,6,7,1972,1972,CollgCr,2.0,398.0,0,3,1Fam,SLvl,236352
1476,1878.0,7533,2,2,3,5,3,2008,2010,Sawyer,2.0,349.0,0,2,1Fam,2Story,242387
708,701.0,6137,4,3,7,8,3,1945,1961,Gilbert,3.0,555.0,0,3,1Fam,2Story,209089
1029,723.0,7298,5,2,8,1,2,2005,2010,Mitchel,3.0,620.0,0,1,1Fam,1Story,174140
1219,830.0,14258,6,1,7,1,8,1931,1939,NWAmes,0.0,0.0,0,3,2fmCon,SFoyer,165774
500,1072.0,7253,3,1,6,6,6,1931,1939,CollgCr,0.0,0.0,0,2,TwnhsE,SLvl,152631
1523,858.0,10379,4,2,6,10,1,1905,1927,Sawyer,2.0,496.0,496,3,TwnhsE,SLvl,283564
1375,1183.0,8491,6,2,8,2,1,1947,1956,NridgHt,1.0,227.0,0,0,2fmCon,1.5Fin,192413
663,706.0,13536,4,2,8,5,7,1937,1955,NAmes,1.0,164.0,0,3,1Fam,2Story,171199
1702,585.0,13933,6,2,9,1,8,1916,1944,Edwards,1.0,202.0,0,3,TwnhsE,2Story,192289
1857,460.0,12592,4,3,8,7,5,1973,1987,CollgCr,1.0,184.0,0,3,TwnhsE,1Story,244469
1613,332.0,10918,1,2,4,1,5,1926,1930,Gilbert,2.0,417.0,0,0,TwnhsE,1Story,164049
1337,844.0,9306,4,2,7,4,4,1953,1967,NWAmes,1.0,198.0,0,0,1Fam,1Story,179307
1795,909.0,6424,1,2,3,9,6,1949,1968,NridgHt,1.0,289.0,0,0,1Fam,1.5Fin,271019
1840,810.0,15830,2,3,3,1,6,1934,1956,Edwards,3.0,638.0,0,1,Twnhs,SFoyer,194360
1653,1373.0,7720,1,3,4,4,3,1984,2010,Somerst,,195.0,0,0,Twnhs,1Story,236957
1087,1368.0,11990,4,3,7,6,9,1924,1948,NAmes,3.0,765.0,0,1,1Fam,1Story,212653
1638,899.0,13178,5,1,8,6,7,1927,1954,Edwards,2.0,412.0,0,3,Twnhs,1Story,227626
2097,,8334,5,3,6,8,1,2010,2010,Mitchel,3.0,463.0,0,1,Duplex,1.5Fin,267626
1201,,13114,2,2,6,1,7,1914,1926,OldTown,0.0,0.0,165,3,1Fam,SLvl,145683
2548,820.0,12292,4,3,8,7,5,1903,1926,NWAmes,3.0,655.0,0,1,1Fam,SFoyer,281815
1237,802.0,15183,1,3,4,1,5,1992,2007,NridgHt,1.0,214.0,0,0,1Fam,SLvl,190184
1516,790.0,8591,5,2,8,7,2,1972,1986,Edwards,3.0,690.0,0,0,1Fam,2Story,232520
1163,803.0,6142,6,3,10,3,4,1926,1950,OldTown,3.0,613.0,0,1,Twnhs,2Story,171472
1611,884.0,8483,3,1,7,8,6,1925,1934,Edwards,2.0,404.0,0,1,1Fam,1Story,218909
628,809.0,10626,4,3,6,3,7,1918,1931,Sawyer,,315.0,0,0,TwnhsE,SLvl,151093
1226,1062.0,10174,6,1,9,1,5,1991,2000,Somerst,1.0,245.0,0,3,TwnhsE,1.5Fin,187366
953,1108.0,8819,6,1,10,8,9,1916,1940,NAmes,0.0,0.0,779,3,1Fam,SFoyer,272497
1567,726.0,4272,4,1,6,3,3,1942,1955,Somerst,0.0,0.0,0,3,1Fam,SLvl,189016
1997,,11411,3,2,4,2,1,1940,1965,Sawyer,3.0,836.0,0,3,2fmCon,SLvl,244127
1823,705.0,15917,5,3,8,1,4,1941,1970,Edwards,0.0,0.0,0,2,1Fam,SFoyer,177838
500,514.0,11392,3,1,7,3,9,1949,1971,CollgCr,2.0,373.0,0,3,2fmCon,SLvl,157958
2521,1114.0,11827,2,1,5,2,4,1983,1991,OldTown,1.0,143.0,0,2,1Fam,SLvl,255058
1647,,11717,1,3,3,2,2,2008,2010,NWAmes,1.0,178.0,625,2,1Fam,SFoyer,267695
1111,1096.0,11191,1,2,5,6,5,1939,1952,Gilbert,2.0,494.0,0,0,1Fam,1.5Fin,206791
1578,278.0,12794,6,2,7,1,3,1938,1940,OldTown,1.0,205.0,0,0,1Fam,SFoyer,133816
1588,1417.0,11186,5,1,6,2,9,1922,1941,Somerst,3.0,478.0,0,1,1Fam,1Story,219385
1166,1201.0,9061,3,2,5,6,4,2010,2010,OldTown,1.0,223.0,0,3,Twnhs,1Story,206700
1598,,7612,6,3,7,3,6,1995,1996,Mitchel,0.0,0.0,0,3,1Fam,1Story,195834
1196,556.0,9253,4,2,5,4,2,1951,1960,Edwards,1.0,180.0,0,0,TwnhsE,1Story,151153
1297,1501.0,10942,6,3,7,1,6,1946,1948,Sawyer,1.0,182.0,0,0,Twnhs,2Story,166766
1156,778.0,9051,4,1,5,8,3,1962,1972,OldTown,2.0,478.0,0,0,TwnhsE,1.5Fin,194204
783,749.0,10943,4,3,5,7,9,1996,2006,OldTown,2.0,432.0,0,1,1Fam,2Story,190346
1572,320.0,11317,2,1,3,7,2,2009,2010,Sawyer,0.0,0.0,0,3,Duplex,SLvl,213574
1792,894.0,12499,2,3,3,3,9,1968,1988,Mitchel,2.0,,0,1,1Fam,SLvl,227366
1757,931.0,13848,4,3,8,10,5,1942,1963,Mitchel,0.0,0.0,0,2,1Fam,SFoyer,259628
1909,1214.0,10234,5,2,6,10,8,1947,1959,Gilbert,3.0,562.0,0,2,TwnhsE,1Story,303141
1662,580.0,6076,2,3,6,3,2,1933,1939,Gilbert,0.0,,0,3,1Fam,SFoyer,172657
1233,543.0,8964,2,1,5,2,6,1939,1961,Mitchel,1.0,174.0,0,0,Twnhs,SLvl,148329
1919,1135.0,10132,1,3,3,1,3,1974,1990,CollgCr,0.0,0.0,0,0,2fmCon,1Story,202891
821,1302.0,4492,6,1,7,7,5,1960,1989,Gilbert,3.0,626.0,0,1,1Fam,1.5Fin,212575
1049,528.0,14165,1,1,3,7,8,1949,1950,Mitchel,1.0,191.0,0,2,1Fam,SLvl,176458
1017,1324.0,10427,5,3,6,2,1,1966,1977,Mitchel,0.0,0.0,0,2,Duplex,SFoyer,149855
2040,1011.0,11144,2,2,6,7,5,1961,1985,OldTown,2.0,352.0,0,3,1Fam,SFoyer,273733
1971,1327.0,14096,2,3,3,8,3,1957,1966,Gilbert,2.0,442.0,0,2,Duplex,SLvl,299345
1743,978.0,8109,3,3,6,1,4,1932,1949,Edwards,2.0,478.0,0,0,1Fam,2Story,181725
2035,243.0,11722,5,2,7,9,2,1974,1995,Sawyer,0.0,0.0,0,0,1Fam,1.5Fin,239299
1060,954.0,9670,6,1,8,7,9,1915,1941,Sawyer,0.0,0.0,0,0,1Fam,SLvl,185766
1674,1318.0,9447,6,3,9,3,3,1981,1991,NridgHt,3.0,650.0,0,3,1Fam,SLvl,264590
1437,731.0,7683,6,2,10,8,2,1993,2008,OldTown,1.0,184.0,198,1,1Fam,SFoyer,235074
1923,883.0,14996,5,2,9,7,9,1947,1963,NridgHt,1.0,216.0,0,2,1Fam,1Story,281628
1442,947.0,8873,3,1,6,8,7,1909,1927,NridgHt,1.0,131.0,0,3,1Fam,1Story,249406
1307,130.0,12098,3,2,5,6,6,1981,1998,OldTown,,120.0,0,1,Duplex,1Story,196602
1770,1501.0,4374,1,1,2,9,1,1937,1939,Edwards,0.0,0.0,0,3,2fmCon,SFoyer,234328
1938,729.0,13539,5,3,9,5,5,1918,1938,CollgCr,0.0,0.0,0,2,1Fam,1Story,209347
1165,1151.0,13156,5,2,6,3,3,1935,1961,NAmes,3.0,592.0,0,0,2fmCon,SLvl,184875
1469,973.0,10292,3,3,5,3,1,1958,1983,CollgCr,1.0,,0,1,2fmCon,2Story,187459
970,1377.0,9319,4,2,5,1,4,1962,1977,Gilbert,0.0,0.0,0,1,1Fam,2Story,160366
500,1121.0,11200,4,2,7,8,2,1976,1981,Mitchel,0.0,0.0,0,3,1Fam,2Story,189072
1600,929.0,16866,1,3,5,2,2,1945,1969,Somerst,0.0,0.0,0,3,1Fam,1Story,202472
1804,731.0,4710,4,2,8,3,3,1902,1913,NWAmes,0.0,0.0,0,0,1Fam,2Story,183369
1631,1239.0,12346,4,3,7,8,8,1973,1983,OldTown,1.0,223.0,0,3,1Fam,1Story,267486
525,437.0,7265,4,3,7,8,8,2001,2010,CollgCr,,200.0,0,2,1Fam,SLvl,175884
1324,1193.0,9940,2,1,6,4,7,1964,1978,Edwards,0.0,0.0,0,2,1Fam,SLvl,190387
500,670.0,9256,1,3,5,4,6,1990,2005,CollgCr,2.0,,0,2,TwnhsE,SFoyer,167175
2184,1375.0,8715,3,1,7,5,9,2009,2010,Gilbert,3.0,629.0,0,2,1Fam,SFoyer,296653
956,1048.0,9968,4,3,6,6,4,1907,1918,Mitchel,1.0,,0,0,Duplex,1.5Fin,151098
2127,1193.0,6597,6,2,8,5,1,1950,1977,NridgHt,1.0,162.0,0,0,TwnhsE,SLvl,277437
1972,1024.0,13087,2,3,4,7,8,2009,2010,Sawyer,2.0,444.0,0,0,1Fam,1Story,264514
1049,474.0,4617,4,2,5,2,7,2005,2008,Somerst,1.0,248.0,0,3,TwnhsE,1.5Fin,179984
933,741.0,11619,2,1,4,7,7,1980,1986,CollgCr,2.0,344.0,0,0,1Fam,SLvl,208445
1675,,9020,1,2,5,10,3,1972,1993,Edwards,2.0,380.0,0,1,TwnhsE,1Story,260167
1077,1049.0,6487,6,3,8,7,4,1905,1906,NAmes,0.0,0.0,0,1,1Fam,SLvl,183814
1551,1354.0,10607,6,2,10,1,9,2006,2010,CollgCr,1.0,213.0,0,1,1Fam,SLvl,213653
1258,1120.0,5329,6,1,9,7,6,1988,2010,Edwards,3.0,477.0,0,3,2fmCon,1Story,236850
609,709.0,10119,4,2,5,5,5,1938,1964,NridgHt,2.0,409.0,0,3,TwnhsE,SLvl,179885
500,761.0,5731,2,2,3,3,3,1959,1985,Edwards,3.0,570.0,0,0,1Fam,SLvl,111981
1613,1030.0,11383,6,3,9,3,9,1927,1941,Edwards,0.0,0.0,0,2,Duplex,SLvl,186148
1219,305.0,7226,5,3,9,4,5,1996,2003,Mitchel,1.0,240.0,0,1,Duplex,SFoyer,181722
1223,1502.0,8647,5,2,6,2,5,1953,1959,Mitchel,0.0,0.0,0,3,1Fam,2Story,165000
1847,1132.0,10881,2,1,4,2,4,1936,1950,CollgCr,0.0,0.0,0,1,1Fam,SLvl,197629
2086,,7682,4,2,8,1,4,1908,1930,NWAmes,3.0,494.0,0,0,1Fam,1Story,218161
1363,525.0,9826,4,1,5,5,1,1981,1994,Mitchel,3.0,653.0,0,3,1Fam,SLvl,222577
1329,1373.0,5458,1,1,4,4,7,1955,1962,Sawyer,2.0,463.0,0,2,Duplex,SFoyer,212959
1750,1669.0,11892,1,1,5,10,9,1958,1985,Sawyer,1.0,192.0,0,2,TwnhsE,SFoyer,294471
821,,15294,6,2,7,2,3,1984,1995,Somerst,0.0,0.0,0,3,Duplex,SLvl,160337
1611,1231.0,18376,3,1,6,3,2,1901,1913,OldTown,2.0,321.0,0,2,Twnhs,1.5Fin,191866
1775,1000.0,10273,1,2,5,7,3,1960,1989,NridgHt,2.0,347.0,0,0,1Fam,2Story,263389
1840,536.0,12364,4,1,6,7,1,1957,1967,NWAmes,0.0,0.0,0,2,1Fam,1Story,222414
531,1147.0,4658,3,1,7,4,6,2006,2010,Sawyer,0.0,0.0,0,1,TwnhsE,1Story,136347
1119,1250.0,14508,1,2,3,5,7,1959,1987,Gilbert,2.0,353.0,0,1,TwnhsE,1Story,223075
1060,819.0,12328,2,3,6,5,2,2001,2010,Sawyer,0.0,0.0,0,1,1Fam,1Story,177184
1549,1349.0,8548,5,3,8,6,8,1939,1962,Edwards,0.0,0.0,0,3,1Fam,SFoyer,219589
1740,499.0,13711,1,2,3,9,6,1935,1938,NridgHt,3.0,698.0,0,3,TwnhsE,2Story,291683
2248,551.0,9236,1,2,3,2,4,2006,2010,Somerst,1.0,177.0,0,3,1Fam,SLvl,239607
1252,1040.0,8625,2,3,6,5,5,1936,1943,CollgCr,2.0,401.0,0,3,1Fam,SLvl,212451
1251,1007.0,11426,4,3,5,3,8,1978,1982,Sawyer,0.0,0.0,0,3,2fmCon,1.5Fin,187183
2074,785.0,6809,6,3,8,4,3,1991,2010,OldTown,2.0,,0,0,Twnhs,SLvl,219121
1648,,13064,2,2,6,10,3,1917,1932,Somerst,1.0,190.0,0,3,Duplex,2Story,265621
2133,1159.0,6832,6,1,9,6,4,1997,2000,Sawyer,2.0,388.0,0,2,Duplex,SLvl,266203
1644,1257.0,6849,1,2,5,8,1,1962,1989,NWAmes,,415.0,0,0,1Fam,SFoyer,260258
921,963.0,7270,4,3,8,1,9,1921,1942,NWAmes,2.0,380.0,0,3,2fmCon,SLvl,161868
833,1180.0,12278,3,1,5,10,8,1910,1938,Somerst,3.0,710.0,0,2,1Fam,1Story,254954
724,866.0,8149,1,2,2,8,8,1957,1971,CollgCr,1.0,148.0,0,0,Twnhs,1Story,191948
1831,1616.0,5956,2,3,5,7,6,1956,1967,Gilbert,1.0,231.0,0,1,1Fam,1Story,274318
2094,756.0,8182,3,2,5,1,7,1976,1980,Gilbert,2.0,377.0,0,0,2fmCon,1Story,224788
2424,1631.0,9903,5,1,7,2,6,1903,1932,Sawyer,2.0,388.0,0,3,TwnhsE,SFoyer,254827
1921,1010.0,6457,3,3,5,3,9,1985,2007,Sawyer,1.0,199.0,0,0,1Fam,SFoyer,214779
2081,587.0,6544,2,2,5,1,3,1906,1921,Somerst,0.0,0.0,0,0,Twnhs,SFoyer,181188
1209,1410.0,16333,3,1,4,9,3,1960,1973,NAmes,3.0,520.0,0,1,1Fam,SLvl,237853
921,1037.0,7418,2,1,5,8,3,2006,2010,Edwards,1.0,180.0,0,0,1Fam,1Story,206835
1925,,9030,1,2,4,2,3,1953,1959,Edwards,2.0,430.0,0,0,1Fam,1.5Fin,211640
1708,1367.0,8898,4,1,5,9,9,1987,1999,OldTown,0.0,0.0,0,1,TwnhsE,1.5Fin,271405
1553,1101.0,8735,5,3,8,7,4,1967,1986,Sawyer,0.0,0.0,0,3,TwnhsE,1Story,217490
1693,822.0,11864,4,1,8,9,7,1991,2010,OldTown,0.0,0.0,0,2,1Fam,2Story,258467
1661,1292.0,12844,4,2,7,6,9,1978,2006,Somerst,3.0,509.0,0,0,1Fam,SLvl,282828
2141,1000.0,9082,4,3,6,6,7,1900,1904,CollgCr,3.0,452.0,0,1,TwnhsE,1.5Fin,246606
2147,1205.0,6290,2,1,5,4,9,1954,1982,NridgHt,1.0,223.0,0,0,1Fam,SFoyer,268226
1772,353.0,13823,2,1,4,10,3,1902,1904,NridgHt,1.0,204.0,0,3,2fmCon,2Story,262705
1922,1134.0,9713,5,3,8,10,4,1977,1991,Sawyer,1.0,179.0,0,3,2fmCon,SFoyer,279977
1757,808.0,15190,2,3,4,2,8,1937,1940,Sawyer,1.0,195.0,0,1,TwnhsE,2Story,181496
1269,1495.0,3263,6,1,8,7,6,1900,1914,NAmes,2.0,334.0,0,2,1Fam,2Story,219750
1878,1186.0,10586,2,3,4,5,5,2001,2010,Somerst,3.0,551.0,261,2,1Fam,SLvl,299154
802,1071.0,15755,2,2,3,6,4,1937,1956,CollgCr,0.0,0.0,0,0,Twnhs,SFoyer,165374
2026,1145.0,8940,2,1,5,2,8,1984,2002,Mitchel,2.0,403.0,0,1,1Fam,SFoyer,247640
902,700.0,9323,1,2,4,5,1,1928,1940,Somerst,1.0,211.0,0,2,1Fam,1.5Fin,156849
1642,1486.0,10886,5,1,9,10,9,1904,1913,Mitchel,1.0,145.0,0,3,1Fam,1Story,266485
1077,1597.0,8323,6,2,10,4,1,1973,1993,NWAmes,2.0,423.0,0,2,Twnhs,1Story,202431
1776,1117.0,9063,2,2,6,9,8,1991,1995,Edwards,0.0,0.0,0,1,Duplex,1.5Fin,268978
1483,1477.0,8986,5,3,8,6,4,1920,1946,Sawyer,3.0,638.0,0,3,1Fam,2Story,247286
702,829.0,8117,3,1,4,2,9,1970,1992,NAmes,3.0,580.0,0,0,Duplex,1.5Fin,147694
1710,,13686,1,3,3,1,5,1966,1985,Sawyer,0.0,0.0,723,3,1Fam,1.5Fin,249802
1211,1012.0,11383,2,3,5,5,3,2008,2010,NridgHt,3.0,539.0,0,2,Twnhs,SFoyer,258566
1940,1130.0,10751,6,1,7,9,9,1946,1965,Sawyer,1.0,223.0,0,2,1Fam,1.5Fin,276644
1500,881.0,12425,1,2,2,6,9,1983,2007,NridgHt,1.0,164.0,0,2,Duplex,2Story,261409
1697,1161.0,9206,6,1,9,10,4,1982,1987,OldTown,1.0,203.0,0,0,2fmCon,1Story,250049
1021,1091.0,7677,1,1,3,7,4,1934,1937,Sawyer,1.0,,0,2,1Fam,SLvl,183412
1205,700.0,8192,3,1,4,5,8,1967,1968,Somerst,0.0,0.0,0,1,TwnhsE,1.5Fin,198078
1270,1155.0,10005,5,3,8,10,2,1968,1989,Mitchel,3.0,755.0,0,0,1Fam,1.5Fin,268004
1928,1259.0,6822,1,1,3,6,9,1900,1915,Somerst,3.0,537.0,0,3,2fmCon,SFoyer,283182
2338,1051.0,8499,4,1,8,5,6,1967,1984,Gilbert,,407.0,0,2,Duplex,SFoyer,273603
1097,1345.0,8451,3,1,4,9,9,1911,1915,NridgHt,0.0,0.0,0,1,2fmCon,1.5Fin,237425
2038,,16373,4,2,5,6,8,1959,1980,NWAmes,3.0,460.0,0,1,1Fam,1.5Fin,281224
